geo_hash,date,slot_30min,predicted_request_count
qw8nq3,2025-09-29,40,1.4482291
qw8nq3,2025-09-29,41,1.4629481
qw8nq3,2025-09-29,42,1.3932884
qw8nq3,2025-09-29,43,1.3967457
qw8nq3,2025-09-29,44,1.3545327
qw8nq3,2025-09-29,45,1.3840742
qw8nq3,2025-09-29,46,1.4673674
qw8nq3,2025-09-29,47,1.4772861
qw8ntw,2025-09-29,0,1.4289584
qw8ntw,2025-09-29,1,1.3708298
qw8ntw,2025-09-29,2,1.3143244
qw8ntw,2025-09-29,3,1.393708
qw8ntw,2025-09-29,4,1.4079897
qw8ntw,2025-09-29,5,1.4387171
qw8ntw,2025-09-29,6,1.4220471
qw8ntw,2025-09-29,7,1.4443722
qw8ntw,2025-09-29,8,1.4606867
qw8ntw,2025-09-29,9,1.3911493
qw8ntw,2025-09-29,10,1.46643
qw8ntw,2025-09-29,11,1.4307175
qw8ntw,2025-09-29,12,1.4811175
qw8ntw,2025-09-29,13,1.3988733
qw8ntw,2025-09-29,14,1.4186809
qw8ntw,2025-09-29,15,1.4114707
qw8ntw,2025-09-29,16,1.5188367
qw8ntw,2025-09-29,17,1.4362864
qw8ntw,2025-09-29,18,1.4643848
qw8ntw,2025-09-29,19,1.4567316
qw8ntw,2025-09-29,20,1.5264785
qw8ntw,2025-09-29,21,1.5219862
qw8ntw,2025-09-29,22,1.4817183
qw8ntw,2025-09-29,23,1.4835846
qw8ntw,2025-09-29,24,1.4658499
qw8ntw,2025-09-29,25,1.4840152
qw8ntw,2025-09-29,26,1.518995
qw8ntw,2025-09-29,27,1.4323826
qw8ntw,2025-09-29,28,1.4083409
qw8ntw,2025-09-29,29,1.4254045
qw8ntw,2025-09-29,30,1.5192692
qw8ntw,2025-09-29,31,1.4932635
qw8ntw,2025-09-29,32,1.4637859
qw8ntw,2025-09-29,33,1.5048149
qw8ntw,2025-09-29,34,1.4827316
qw8ntw,2025-09-29,35,1.4849186
qw8ntw,2025-09-29,36,1.4512672
qw8ntw,2025-09-29,37,1.467942
qw8ntw,2025-09-29,38,1.4735332
qw8ntw,2025-09-29,39,1.4612405
qw8ntw,2025-09-29,40,1.4844091
qw8ntw,2025-09-29,41,1.5009563
qw8ntw,2025-09-29,42,1.4410248
qw8ntw,2025-09-29,43,1.4434452
qw8ntw,2025-09-29,44,1.3920546
qw8ntw,2025-09-29,45,1.430665
qw8ntw,2025-09-29,46,1.4872868
qw8ntw,2025-09-29,47,1.4975526
qxg0dz,2025-09-29,0,1.443759
qxg0dz,2025-09-29,1,1.3804824
qxg0dz,2025-09-29,2,1.3253036
qxg0dz,2025-09-29,3,1.3987134
qxg0dz,2025-09-29,4,1.413307
qxg0dz,2025-09-29,5,1.4401953
qxg0dz,2025-09-29,6,1.4269612
qxg0dz,2025-09-29,7,1.4569585
qxg0dz,2025-09-29,8,1.4733741
qxg0dz,2025-09-29,9,1.3982096
qxg0dz,2025-09-29,10,1.4732985
qxg0dz,2025-09-29,11,1.4388514
qxg0dz,2025-09-29,12,1.4926267
qxg0dz,2025-09-29,13,1.4038353
qxg0dz,2025-09-29,14,1.4297602
qxg0dz,2025-09-29,15,1.4317181
qxg0dz,2025-09-29,16,1.5411434
qxg0dz,2025-09-29,17,1.447989
qxg0dz,2025-09-29,18,1.474886
qxg0dz,2025-09-29,19,1.4686267
qxg0dz,2025-09-29,20,1.5288544
qxg0dz,2025-09-29,21,1.5242972
qxg0dz,2025-09-29,22,1.4907606
qxg0dz,2025-09-29,23,1.4965427
qxg0dz,2025-09-29,24,1.484726
qxg0dz,2025-09-29,25,1.5004342
qxg0dz,2025-09-29,26,1.5334194
qxg0dz,2025-09-29,27,1.4525664
qxg0dz,2025-09-29,28,1.4144571
qxg0dz,2025-09-29,29,1.4482198
qxg0dz,2025-09-29,30,1.531822
qxg0dz,2025-09-29,31,1.5095694
qxg0dz,2025-09-29,32,1.4843929
qxg0dz,2025-09-29,33,1.5190904
qxg0dz,2025-09-29,34,1.4876938
qxg0dz,2025-09-29,35,1.4987156
qxg0dz,2025-09-29,36,1.4695113
qxg0dz,2025-09-29,37,1.4735384
qxg0dz,2025-09-29,38,1.4850607
qxg0dz,2025-09-29,39,1.4644725
qxg0dz,2025-09-29,40,1.4965141
qxg0dz,2025-09-29,41,1.5174437
qxg0dz,2025-09-29,42,1.4615972
qxg0dz,2025-09-29,43,1.4714291
qxg0dz,2025-09-29,44,1.4098461
qxg0dz,2025-09-29,45,1.454879
qxg0dz,2025-09-29,46,1.4923844
qxg0dz,2025-09-29,47,1.4956877
qxgjw6,2025-09-29,0,1.5458562
qxgjw6,2025-09-29,1,1.5103729
qxgjw6,2025-09-29,2,1.456953
qxgjw6,2025-09-29,3,1.5083046
qxgjw6,2025-09-29,4,1.519223
qxgjw6,2025-09-29,5,1.5495889
qxgjw6,2025-09-29,6,1.5444112
qxgjw6,2025-09-29,7,1.5578682
qxgjw6,2025-09-29,8,1.588228
qxgjw6,2025-09-29,9,1.5055635
qxgjw6,2025-09-29,10,1.5884824
qxgjw6,2025-09-29,11,1.5636363
qxgjw6,2025-09-29,12,1.622745
qxgjw6,2025-09-29,13,1.5212729
qxgjw6,2025-09-29,14,1.541568
qxgjw6,2025-09-29,15,1.554378
qxgjw6,2025-09-29,16,1.648813
qxgjw6,2025-09-29,17,1.562716
qxgjw6,2025-09-29,18,1.6048889
qxgjw6,2025-09-29,19,1.5845461
qxgjw6,2025-09-29,20,1.6311841
qxgjw6,2025-09-29,21,1.626864
qxgjw6,2025-09-29,22,1.6007593
qxgjw6,2025-09-29,23,1.6186438
qxgjw6,2025-09-29,24,1.5932264
qxgjw6,2025-09-29,25,1.6216507
qxgjw6,2025-09-29,26,1.6443069
qxgjw6,2025-09-29,27,1.5837121
qxgjw6,2025-09-29,28,1.5130949
qxgjw6,2025-09-29,29,1.5645051
qxgjw6,2025-09-29,30,1.6381288
qxgjw6,2025-09-29,31,1.6387086
qxgjw6,2025-09-29,32,1.6120093
qxgjw6,2025-09-29,33,1.6428616
qxgjw6,2025-09-29,34,1.6078274
qxgjw6,2025-09-29,35,1.6252594
qxgjw6,2025-09-29,36,1.6121361
qxgjw6,2025-09-29,37,1.5901666
qxgjw6,2025-09-29,38,1.5972874
qxgjw6,2025-09-29,39,1.5722032
qxgjw6,2025-09-29,40,1.614831
qxgjw6,2025-09-29,41,1.6404595
qxgjw6,2025-09-29,42,1.5833123
qxgjw6,2025-09-29,43,1.5910552
qxgjw6,2025-09-29,44,1.5177546
qxgjw6,2025-09-29,45,1.5938838
qxgjw6,2025-09-29,46,1.5843613
qxgjw6,2025-09-29,47,1.5828245
qxgm1q,2025-09-29,0,1.5449321
qxgm1q,2025-09-29,1,1.5048125
qxgm1q,2025-09-29,2,1.4494519
qxgm1q,2025-09-29,3,1.5007102
qxgm1q,2025-09-29,4,1.5119176
qxgm1q,2025-09-29,5,1.5400963
qxgm1q,2025-09-29,6,1.5384834
qxgm1q,2025-09-29,7,1.5526247
qxgm1q,2025-09-29,8,1.5828092
qxgm1q,2025-09-29,9,1.5041888
qxgm1q,2025-09-29,10,1.583739
qxgm1q,2025-09-29,11,1.5544977
qxgm1q,2025-09-29,12,1.6180599
qxgm1q,2025-09-29,13,1.5133693
qxgm1q,2025-09-29,14,1.5365698
qxgm1q,2025-09-29,15,1.5531993
qxgm1q,2025-09-29,16,1.6473355
qxgm1q,2025-09-29,17,1.558063
qxgm1q,2025-09-29,18,1.598757
qxgm1q,2025-09-29,19,1.5797412
qxgm1q,2025-09-29,20,1.623409
qxgm1q,2025-09-29,21,1.6174068
qxgm1q,2025-09-29,22,1.5985348
qxgm1q,2025-09-29,23,1.6141932
qxgm1q,2025-09-29,24,1.5924039
qxgm1q,2025-09-29,25,1.6188064
qxgm1q,2025-09-29,26,1.6404731
qxgm1q,2025-09-29,27,1.5812659
qxgm1q,2025-09-29,28,1.5077248
qxgm1q,2025-09-29,29,1.5628877
qxgm1q,2025-09-29,30,1.6358509
qxgm1q,2025-09-29,31,1.6331816
qxgm1q,2025-09-29,32,1.6097031
qxgm1q,2025-09-29,33,1.637871
qxgm1q,2025-09-29,34,1.6028957
qxgm1q,2025-09-29,35,1.6191428
qxgm1q,2025-09-29,36,1.6071029
qxgm1q,2025-09-29,37,1.5781674
qxgm1q,2025-09-29,38,1.5914078
qxgm1q,2025-09-29,39,1.5644884
qxgm1q,2025-09-29,40,1.6107783
qxgm1q,2025-09-29,41,1.6371663
qxgm1q,2025-09-29,42,1.5799494
qxgm1q,2025-09-29,43,1.5925596
qxgm1q,2025-09-29,44,1.516418
qxgm1q,2025-09-29,45,1.5904722
qxgm1q,2025-09-29,46,1.576797
qxgm1q,2025-09-29,47,1.5734749
qxgm3b,2025-09-29,0,1.7718313
qxgm3b,2025-09-29,1,1.8374782
qxgm3b,2025-09-29,2,1.7713292
qxgm3b,2025-09-29,3,1.7879331
qxgm3b,2025-09-29,4,1.7824886
qxgm3b,2025-09-29,5,1.8182425
qxgm3b,2025-09-29,6,1.8356767
qxgm3b,2025-09-29,7,1.8039403
qxgm3b,2025-09-29,8,1.8716631
qxgm3b,2025-09-29,9,1.7594686
qxgm3b,2025-09-29,10,1.8599973
qxgm3b,2025-09-29,11,1.8625295
qxgm3b,2025-09-29,12,1.9354627
qxgm3b,2025-09-29,13,1.8137808
qxgm3b,2025-09-29,14,1.8302357
qxgm3b,2025-09-29,15,1.8503749
qxgm3b,2025-09-29,16,1.8938775
qxgm3b,2025-09-29,17,1.8141043
qxgm3b,2025-09-29,18,1.9142625
qxgm3b,2025-09-29,19,1.8612473
qxgm3b,2025-09-29,20,1.8989835
qxgm3b,2025-09-29,21,1.8806586
qxgm3b,2025-09-29,22,1.8739629
qxgm3b,2025-09-29,23,1.9094379
qxgm3b,2025-09-29,24,1.8409426
qxgm3b,2025-09-29,25,1.8976274
qxgm3b,2025-09-29,26,1.8923724
qxgm3b,2025-09-29,27,1.9003682
qxgm3b,2025-09-29,28,1.7403665
qxgm3b,2025-09-29,29,1.8300042
qxgm3b,2025-09-29,30,1.8714776
qxgm3b,2025-09-29,31,1.9631677
qxgm3b,2025-09-29,32,1.9112022
qxgm3b,2025-09-29,33,1.9289348
qxgm3b,2025-09-29,34,1.8882134
qxgm3b,2025-09-29,35,1.9384468
qxgm3b,2025-09-29,36,1.9361179
qxgm3b,2025-09-29,37,1.8767571
qxgm3b,2025-09-29,38,1.8735099
qxgm3b,2025-09-29,39,1.8570964
qxgm3b,2025-09-29,40,1.9108171
qxgm3b,2025-09-29,41,1.937051
qxgm3b,2025-09-29,42,1.8668911
qxgm3b,2025-09-29,43,1.8604004
qxgm3b,2025-09-29,44,1.7874866
qxgm3b,2025-09-29,45,1.9238632
qxgm3b,2025-09-29,46,1.8106372
qxgm3b,2025-09-29,47,1.8048139
qxgm3u,2025-09-29,0,1.6966152
qxgm3u,2025-09-29,1,1.6871879
qxgm3u,2025-09-29,2,1.6261079
qxgm3u,2025-09-29,3,1.6572895
qxgm3u,2025-09-29,4,1.6484008
qxgm3u,2025-09-29,5,1.6897635
qxgm3u,2025-09-29,6,1.7056386
qxgm3u,2025-09-29,7,1.7066419
qxgm3u,2025-09-29,8,1.7576294
qxgm3u,2025-09-29,9,1.6578133
qxgm3u,2025-09-29,10,1.7539101
qxgm3u,2025-09-29,11,1.7213066
qxgm3u,2025-09-29,12,1.8125489
qxgm3u,2025-09-29,13,1.6651883
qxgm3u,2025-09-29,14,1.6969724
qxgm3u,2025-09-29,15,1.7398789
qxgm3u,2025-09-29,16,1.8343902
qxgm3u,2025-09-29,17,1.7175925
qxgm3u,2025-09-29,18,1.7842183
qxgm3u,2025-09-29,19,1.7533214
qxgm3u,2025-09-29,20,1.7714412
qxgm3u,2025-09-29,21,1.7689428
qxgm3u,2025-09-29,22,1.7580113
qxgm3u,2025-09-29,23,1.7995753
qxgm3u,2025-09-29,24,1.7598233
qxgm3u,2025-09-29,25,1.7969062
qxgm3u,2025-09-29,26,1.8016765
qxgm3u,2025-09-29,27,1.797461
qxgm3u,2025-09-29,28,1.6489635
qxgm3u,2025-09-29,29,1.743454
qxgm3u,2025-09-29,30,1.7854271
qxgm3u,2025-09-29,31,1.8446212
qxgm3u,2025-09-29,32,1.8079484
qxgm3u,2025-09-29,33,1.8155003
qxgm3u,2025-09-29,34,1.7704856
qxgm3u,2025-09-29,35,1.8088076
qxgm3u,2025-09-29,36,1.8034883
qxgm3u,2025-09-29,37,1.7459185
qxgm3u,2025-09-29,38,1.751296
qxgm3u,2025-09-29,39,1.719645
qxgm3u,2025-09-29,40,1.7915151
qxgm3u,2025-09-29,41,1.8348904
qxgm3u,2025-09-29,42,1.7541988
qxgm3u,2025-09-29,43,1.7859313
qxgm3u,2025-09-29,44,1.6855917
qxgm3u,2025-09-29,45,1.8077765
qxgm3u,2025-09-29,46,1.7050433
qxgm3u,2025-09-29,47,1.6898849
